Item,Saturated Fat,Sugars,Protein,clusters,clusters
0,0.175,0.015625,0.183908,2
0,0.25,0.0234375,0.172414,2
0,0.225,0.015625,0.183908,2
0,0.075,0,0.0229885,2
0,0.125,0,0.045977,2
0,0.175,0,0.0689655,2
0,0.05,0,0.0114943,2
0,0,0.015625,0.0114943,2
0,0,0.0234375,0,2
0,0.05,0.179688,0.045977,2
0,0.35,0.101563,0.0229885,2
0,0.175,0.117188,0.0229885,2
0,0.125,0.101563,0.0229885,2
0,0.05,0.046875,0.0114943,2
0,0.35,0.375,0.091954,2
0,0.25,0.335938,0.0804598,2
0,0.2,0.351563,0.0689655,2
0,0,0.304688,0,2
0,0,0.429688,0,2
0,0,0.59375,0,2
0,0,0.21875,0,2
0,0,0,0,2
0,0,0,0,2
0,0,0,0,2
0,0,0,0,2
0,0,0.273438,0,2
0,0,0.398438,0,2
0,0,0.546875,0,2
0,0,0.203125,0,2
0,0,0,0.0229885,2
0,0,0,0.0344828,2
0,0,0,0.045977,2
0,0,0,0.0114943,2
0,0,0.289063,0,2
0,0,0.421875,0,2
0,0,0.578125,0,2
0,0,0.210938,0,2
0,0.075,0.09375,0.091954,2
0,0,0.171875,0.103448,2
0,0,0.148438,0,2
0,0,0.234375,0.0229885,2
0,0,0.304688,0.0344828,2
0,0,0.453125,0.045977,2
0,0,0,0,2
0,0,0,0,2
0,0,0,0,2
0,0,0,0,2
0,0,0,0,2
0,0,0.28125,0.0114943,2
0,0,0.351563,0.0114943,2
0,0,0.421875,0.0114943,2
0,0,0.210938,0,2
0,0,0,0,2
0,0,0,0,2
0,0,0,0,2
0,0.25,0.09375,0.103448,2
0,0.3,0.117188,0.126437,2
0,0.4,0.15625,0.172414,0
0,0.25,0.296875,0.103448,2
0,0.3,0.375,0.126437,2
0,0.4,0.460938,0.172414,1
0,0.25,0.296875,0.103448,2
0,0.3,0.367188,0.126437,2
0,0.4,0.453125,0.172414,1
0,0.25,0.28125,0.103448,2
0,0.3,0.351563,0.126437,2
0,0.4,0.4375,0.172414,1
0,0.25,0.09375,0.103448,2
0,0.3,0.117188,0.137931,2
0,0.4,0.15625,0.172414,0
0,0,0.101563,0.114943,2
0,0,0.125,0.137931,2
0,0,0.164063,0.183908,2
0,0,0.304688,0.114943,2
0,0,0.375,0.137931,2
0,0,0.460938,0.183908,2
0,0,0.296875,0.114943,2
0,0,0.375,0.137931,2
0,0,0.460938,0.183908,2
0,0,0.289063,0.114943,2
0,0,0.359375,0.137931,2
0,0,0.4375,0.183908,2
0,0,0.101563,0.114943,2
0,0,0.125,0.137931,2
0,0,0.164063,0.183908,2
0,0.35,0.328125,0.114943,2
0,0.4,0.414063,0.149425,1
0,0.5,0.492188,0.183908,1
0,0.1,0.335938,0.126437,2
0,0.1,0.414063,0.149425,2
0,0.125,0.5,0.195402,2
0,0.35,0.3125,0.114943,2
0,0.4,0.390625,0.137931,1
0,0.5,0.46875,0.183908,1
0,0.1,0.320313,0.114943,2
0,0.1,0.398438,0.149425,2
0,0.125,0.476563,0.195402,2
0,0.4,0.351563,0.126437,1
0,0.45,0.4375,0.16092,1
0,0.6,0.53125,0.195402,1
0,0.1,0.359375,0.137931,2
0,0.1,0.445313,0.16092,2
0,0.125,0.539063,0.218391,2
0,0.15,0.171875,0.0114943,2
0,0.225,0.234375,0.0114943,2
0,0.3,0.351563,0.0229885,2
0,0.15,0.164063,0.0114943,2
0,0.225,0.21875,0.0114943,2
0,0.3,0.328125,0.0229885,2
0,0.15,0.15625,0.0114943,2
0,0.225,0.21875,0.0114943,2
0,0.3,0.320313,0.0229885,2
0,0.15,0.148438,0.0114943,2
0,0.225,0.203125,0.0114943,2
0,0.3,0.304688,0.0229885,2
0,0.15,0.0078125,0.0114943,2
0,0.225,0.015625,0.0114943,2
0,0.3,0.015625,0.0229885,2
0,0.35,0.265625,0.091954,2
0,0.4,0.335938,0.103448,2
0,0.5,0.484375,0.16092,1
0,0.15,0.273438,0.091954,2
0,0.175,0.335938,0.114943,2
0,0.175,0.484375,0.16092,2
0,0.35,0.257813,0.091954,2
0,0.35,0.320313,0.103448,2
0,0.5,0.460938,0.149425,1
0,0.15,0.257813,0.091954,2
0,0.15,0.320313,0.114943,2
0,0.175,0.460938,0.16092,2
0,0.6,0.445313,0.0804598,1
0,0.7,0.554688,0.103448,1
0,0.85,0.6875,0.126437,1
0,0.6,0.445313,0.0804598,1
0,0.75,0.554688,0.103448,1
0,0.85,0.6875,0.126437,1
0,0.7,0.523438,0.091954,1
0,0.85,0.632813,0.103448,1
0,1,0.773438,0.137931,1
0,0,0.34375,0.0229885,2
0,0,0.421875,0.0344828,2
0,0.025,0.546875,0.045977,2
0,0,0.34375,0.0344828,2
0,0,0.421875,0.045977,2
0,0.025,0.546875,0.0574713,2
0,0,0.359375,0.0229885,2
0,0,0.4375,0.0344828,2
0,0.025,0.5625,0.045977,2
0,0.5,0.492188,0.126437,1
0,0.6,0.632813,0.16092,1
0,0.75,0.789063,0.206897,1
0,0.5,0.617188,0.137931,1
0,0.65,0.78125,0.172414,1
0,0.75,0.960938,0.206897,1
0,0.5,0.601563,0.137931,1
0,0.6,0.757813,0.172414,1
0,0.75,0.9375,0.218391,1
0,0.6,0.726563,0.16092,1
0,0.75,0.898438,0.206897,1
0,0.7,0.695313,0.149425,1
0,1,1,0.229885,1
0,0.5,0.460938,0.103448,1
0,0.45,0.5,0.137931,1
0,0.6,0.664063,0.172414,1
0,0.3,0.335938,0.091954,2
0,0.75,0.804688,0.241379,1
0,0.4,0.398438,0.114943,1
